Departamento,Municipio,Zona,Centro,Acta,Inconsistencias,DC,LIBRE,PINU,PLH,PNH,PDF Link
CORTES,LA LIMA,01,009_COL. CIUDAD PLANETA - CEB. MIRTHA TORREZ DE MEJA,6836,1,1,26,5,116,56,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6836.pdf
CORTES,LA LIMA,01,009_COL. CIUDAD PLANETA - CEB. MIRTHA TORREZ DE MEJA,6837,1,0,25,7,122,45,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6837.pdf
CORTES,LA LIMA,01,009_COL. CIUDAD PLANETA - CEB. MIRTHA TORREZ DE MEJA,6840,1,0,30,5,115,45,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6840.pdf
CORTES,LA LIMA,01,009_COL. CIUDAD PLANETA - CEB. MIRTHA TORREZ DE MEJA,6844,1,5,50,10,114,50,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6844.pdf
CORTES,LA LIMA,01,009_COL. CIUDAD PLANETA - CEB. MIRTHA TORREZ DE MEJA,6851,1,0,27,6,116,47,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6851.pdf
CORTES,LA LIMA,01,011_COL. VEINTITRES DE SEPTIEMBRE - ESC. DARIO TURCIOS,6856,1,0,14,1,96,54,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6856.pdf
CORTES,LA LIMA,01,014_COL. FILADELFIA - CEB. REPUBLICA DE SUECIA,6859,1,1,26,1,124,46,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6859.pdf
CORTES,LA LIMA,01,016_BO. EL CAIMAN - INST. PATRIA,6865,1,1,27,5,110,43,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6865.pdf
CORTES,LA LIMA,01,016_BO. EL CAIMAN - INST. PATRIA,6872,1,0,24,3,106,47,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6872.pdf
CORTES,LA LIMA,01,016_BO. EL CAIMAN - INST. PATRIA,6875,1,0,26,3,109,48,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6875.pdf
CORTES,LA LIMA,01,021_BO. GUADALUPE - CEB. MANUEL BONILLA,6878,1,2,28,4,83,47,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6878.pdf
CORTES,LA LIMA,01,021_BO. GUADALUPE - CEB. MANUEL BONILLA,6880,1,1,21,1,88,39,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6880.pdf
CORTES,LA LIMA,01,026_COL. SITRATERCO - CEB MANUEL BONILLA,6888,1,1,32,5,108,68,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6888.pdf
CORTES,LA LIMA,01,026_COL. SITRATERCO - CEB MANUEL BONILLA,6889,1,1,34,1,115,49,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6889.pdf
CORTES,LA LIMA,01,026_COL. SITRATERCO - CEB MANUEL BONILLA,6890,1,2,32,5,110,41,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6890.pdf
CORTES,LA LIMA,01,026_COL. SITRATERCO - CEB MANUEL BONILLA,6891,1,0,36,9,113,48,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6891.pdf
CORTES,LA LIMA,01,033_COL. MODESTO RODAS ALVARADO - CENTRO COMUNAL RODAS ALVARADO,6903,1,5,32,1,91,50,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6903.pdf
CORTES,LA LIMA,01,033_COL. MODESTO RODAS ALVARADO - CENTRO COMUNAL RODAS ALVARADO,6906,1,2,26,7,105,41,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6906.pdf
CORTES,LA LIMA,01,035_COL. LA PAZ - ESC. MANUEL DE JESUS VALENCIA,6907,1,0,44,6,119,37,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6907.pdf
CORTES,LA LIMA,01,035_COL. LA PAZ - ESC. MANUEL DE JESUS VALENCIA,6913,1,0,54,2,132,31,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6913.pdf
CORTES,LA LIMA,01,035_COL. LA PAZ - ESC. MANUEL DE JESUS VALENCIA,6918,1,3,30,15,120,41,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6918.pdf
CORTES,LA LIMA,01,035_COL. LA PAZ - ESC. MANUEL DE JESUS VALENCIA,6923,1,4,42,11,123,41,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6923.pdf
CORTES,LA LIMA,01,035_COL. LA PAZ - ESC. MANUEL DE JESUS VALENCIA,6927,1,1,41,7,137,34,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6927.pdf
CORTES,LA LIMA,01,035_COL. LA PAZ - ESC. MANUEL DE JESUS VALENCIA,6928,1,0,35,8,139,33,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6928.pdf
CORTES,LA LIMA,01,040_COL. GUARUMA UNO CAMPO - ESC. GUARUMA UNO,6930,1,0,30,0,65,24,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6930.pdf
CORTES,LA LIMA,01,042_COL. NUEVA GUADALUPE - CENTRO COMUNAL,6932,1,0,29,5,69,49,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6932.pdf
CORTES,LA LIMA,02,002_CAMPO SAN JUAN - ESC. RURAL MIXTA SAN JUAN,6939,1,2,38,1,100,24,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6939.pdf
CORTES,LA LIMA,02,002_CAMPO SAN JUAN - ESC. RURAL MIXTA SAN JUAN,6942,1,0,44,2,107,31,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6942.pdf
CORTES,LA LIMA,02,005_CAMPO COPEN VIEJO - ESC. RURAL  MIXTA JOSE TRINIDAD REYES,6946,1,1,22,0,82,70,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6946.pdf
CORTES,LA LIMA,02,010_COL. FLOR DE ORIENTE - CEB. OSWALDO LOPEZ ARELLANO,6952,1,1,25,1,84,60,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6952.pdf
CORTES,LA LIMA,02,010_COL. FLOR DE ORIENTE - CEB. OSWALDO LOPEZ ARELLANO,6954,1,2,20,1,89,49,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6954.pdf
CORTES,LA LIMA,02,021_COL. SAN JOSE - JN.  JUAN RAMON RODRIGUEZ ,6956,1,0,22,0,93,56,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6956.pdf
CORTES,LA LIMA,02,021_COL. SAN JOSE - JN.  JUAN RAMON RODRIGUEZ ,6957,1,0,13,0,75,57,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6957.pdf
CORTES,LA LIMA,02,023_COL. NUEVO SAN JUAN 1 - CEB. DILCIA FERNANDEZ,6961,1,1,72,2,103,35,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6961.pdf
CORTES,LA LIMA,02,023_COL. NUEVO SAN JUAN 1 - CEB. DILCIA FERNANDEZ,6962,1,1,76,8,118,21,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6962.pdf
CORTES,LA LIMA,02,023_COL. NUEVO SAN JUAN 1 - CEB. DILCIA FERNANDEZ,6964,1,3,76,2,102,20,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6964.pdf
CORTES,LA LIMA,02,024_COL. NUEVO SAN JUAN 2 Y 3 - ESC. DILCIA FERNANDEZ,6965,1,0,32,2,95,31,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6965.pdf
CORTES,LA LIMA,02,024_COL. NUEVO SAN JUAN 2 Y 3 - ESC. DILCIA FERNANDEZ,6969,1,3,45,2,103,30,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6969.pdf
CORTES,LA LIMA,02,026_COOPERATIVA MONTEVIDEO - CEB. LEMPIRA,6972,1,1,48,0,62,25,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6972.pdf
CHOLUTECA,CHOLUTECA,01,001_BO. ISTOCA - CEB. PEDRO NUFIO,6976,1,0,37,1,123,97,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6976.pdf
CHOLUTECA,CHOLUTECA,01,006_BO. LA CRUZ - INST. SUPERACION,6994,1,0,31,1,112,84,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6994.pdf
CHOLUTECA,CHOLUTECA,01,006_BO. LA CRUZ - INST. SUPERACION,6997,1,1,45,2,103,72,https://storage.googleapis.com/actas_elecciones_hn2025/actas/6997.pdf
CHOLUTECA,CHOLUTECA,01,008_COL. NUEVA ESPERANZA - INST. JOSE CECILIO DEL VALLE,7003,1,0,36,4,114,57,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7003.pdf
CHOLUTECA,CHOLUTECA,01,008_COL. NUEVA ESPERANZA - INST. JOSE CECILIO DEL VALLE,7004,1,0,42,3,117,71,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7004.pdf
CHOLUTECA,CHOLUTECA,01,010_BO. EL CENTRO - ESC. TOMASA P. BENEDETTO,7010,1,1,31,2,102,89,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7010.pdf
CHOLUTECA,CHOLUTECA,01,014_BO. LA LIBERTAD - CEB. 18 DE NOVIEMBRE,7034,1,1,35,3,125,70,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7034.pdf
CHOLUTECA,CHOLUTECA,01,015_BO. SAN JUAN BOSCO - CEB. 14 DE JULIO,7048,1,0,45,2,129,82,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7048.pdf
CHOLUTECA,CHOLUTECA,01,018_BO. SAN FRANCISCO DEL PALOMAR - ESC. NIÑOS EN AVANCE,7054,1,0,17,3,98,80,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7054.pdf
CHOLUTECA,CHOLUTECA,01,019_BO. SAN LUIS - INST. SANTA MARIA GORETTI,7058,1,0,38,1,94,65,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7058.pdf
CHOLUTECA,CHOLUTECA,01,019_BO. SAN LUIS - INST. SANTA MARIA GORETTI,7059,1,1,36,3,96,72,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7059.pdf
CHOLUTECA,CHOLUTECA,01,024_BO. CAMPO SOL - ESC. MAURICIO A. WILLIAMS,7080,1,0,43,3,90,80,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7080.pdf
CHOLUTECA,CHOLUTECA,01,025_BO. EL PORVENIR - CEB. FRANCISCO RODRIGUEZ A.,7086,1,0,29,1,103,73,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7086.pdf
CHOLUTECA,CHOLUTECA,01,025_BO. EL PORVENIR - CEB. FRANCISCO RODRIGUEZ A.,7096,1,0,33,1,83,94,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7096.pdf
CHOLUTECA,CHOLUTECA,01,025_BO. EL PORVENIR - CEB. FRANCISCO RODRIGUEZ A.,7102,1,1,45,3,105,64,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7102.pdf
CHOLUTECA,CHOLUTECA,01,033_BO. LAS COLINAS - UPNFM DEL SUR,7139,1,1,39,1,107,54,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7139.pdf
CHOLUTECA,CHOLUTECA,01,033_BO. LAS COLINAS - UPNFM DEL SUR,7146,1,0,42,0,110,52,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7146.pdf
CHOLUTECA,CHOLUTECA,01,036_BO. NUEVA PROVIDENCIA - ESC. VIDA ABUNDANTE,7152,1,0,41,0,101,52,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7152.pdf
CHOLUTECA,CHOLUTECA,01,037_BO. SUYAPA - CEB. JOSE CECILIO DEL VALLE,7156,1,0,31,2,127,75,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7156.pdf
CHOLUTECA,CHOLUTECA,01,041_SANTA ROSA DE SAMPILES - ESC. FRANCISCO MORAZAN,7170,1,0,16,0,96,75,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7170.pdf
CHOLUTECA,CHOLUTECA,01,041_SANTA ROSA DE SAMPILES - ESC. FRANCISCO MORAZAN,7173,1,0,36,2,117,50,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7173.pdf
CHOLUTECA,CHOLUTECA,01,041_SANTA ROSA DE SAMPILES - ESC. FRANCISCO MORAZAN,7176,1,2,33,0,98,58,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7176.pdf
CHOLUTECA,CHOLUTECA,01,046_CIUDAD NUEVA JUAN BENITO GUEVARA - CEB. LEMPIRA,7198,1,0,18,0,109,78,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7198.pdf
CHOLUTECA,CHOLUTECA,01,046_CIUDAD NUEVA JUAN BENITO GUEVARA - CEB. LEMPIRA,7201,1,1,22,4,86,80,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7201.pdf
CHOLUTECA,CHOLUTECA,01,047_COL. MARCELINO CHAMPAÑAT - CEB. SAUL ARMANDO JUAREZ C.,7209,1,0,26,0,107,60,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7209.pdf
CHOLUTECA,CHOLUTECA,01,047_COL. MARCELINO CHAMPAÑAT - CEB. SAUL ARMANDO JUAREZ C.,7210,1,1,31,0,110,69,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7210.pdf
CHOLUTECA,CHOLUTECA,01,047_COL. MARCELINO CHAMPAÑAT - CEB. SAUL ARMANDO JUAREZ C.,7217,1,0,26,1,66,87,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7217.pdf
CHOLUTECA,CHOLUTECA,01,047_COL. MARCELINO CHAMPAÑAT - CEB. SAUL ARMANDO JUAREZ C.,7219,1,0,19,2,85,70,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7219.pdf
CHOLUTECA,CHOLUTECA,02,002_AGUA CALIENTE DE LINACA - CEB. SAN JUAN BOSCO,7226,1,0,45,0,57,77,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7226.pdf
CHOLUTECA,CHOLUTECA,02,003_COPAL ABAJO - ESC. POLICARPO BONILLA,7228,1,1,39,0,88,44,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7228.pdf
CHOLUTECA,CHOLUTECA,02,004_EL CARRIZO - ESC. FRANCISCO MORAZAN,7232,1,0,25,0,127,87,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7232.pdf
CHOLUTECA,CHOLUTECA,02,005_EL PALENQUE - ESC. MELANEO BOJORQUE,7236,1,1,23,0,71,68,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7236.pdf
CHOLUTECA,CHOLUTECA,02,006_EL TULITO - ESC. FRANCISCO MARTINEZ,7237,1,0,52,0,55,44,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7237.pdf
CHOLUTECA,CHOLUTECA,02,008_EL TRAPICHE - CEB. FRANCISCO MORAZAN,7241,1,0,12,0,95,63,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7241.pdf
CHOLUTECA,CHOLUTECA,02,009_EL MARILLAL - CEB. WILLIANS VIUDA DE ARIAS,7247,1,1,22,0,111,63,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7247.pdf
CHOLUTECA,CHOLUTECA,02,017_COL. EMILIO WILLIAMS - ESC. EMILIO WILLIAMS,7270,1,0,17,2,78,94,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7270.pdf
CHOLUTECA,CHOLUTECA,02,037_SAN RAMON ARRIBA - ESC. FRANCISCO MORAZAN,7309,1,0,27,1,74,87,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7309.pdf
CHOLUTECA,CHOLUTECA,02,042_JOCOMICO - ESC. CESAR MORAN,7317,1,0,4,0,96,72,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7317.pdf
CHOLUTECA,CHOLUTECA,02,043_EL JICARAL - ESC. REPUBLICA DE VENEZUELA,7318,1,1,17,0,89,38,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7318.pdf
CHOLUTECA,APACILAGUA,02,001_APACILAGUA - ESC. MANUEL BONILLA,7327,1,0,48,0,90,106,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7327.pdf
CHOLUTECA,APACILAGUA,02,001_APACILAGUA - ESC. MANUEL BONILLA,7330,1,1,61,0,74,104,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7330.pdf
CHOLUTECA,APACILAGUA,02,001_APACILAGUA - ESC. MANUEL BONILLA,7333,1,0,60,0,82,107,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7333.pdf
CHOLUTECA,APACILAGUA,02,002_CAÑA VIEJA - ESC. EMILIO CUBERO,7334,1,0,7,0,35,135,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7334.pdf
CHOLUTECA,APACILAGUA,02,003_GUAYABILLAS - ESC. DIONISIO DE HERRERA,7338,1,0,39,0,78,79,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7338.pdf
CHOLUTECA,APACILAGUA,02,004_LA GARZA - ESC. MIGUEL PAZ BARAHONA,7340,1,0,70,0,64,52,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7340.pdf
CHOLUTECA,APACILAGUA,02,006_EL HONDABLE - ESC. FRANCISCO MORAZAN,7344,1,0,6,1,26,138,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7344.pdf
CHOLUTECA,CONCEPCION DE MARIA,02,001_CONCEPCION DE MARIA - ESC. URBANA MIXTA MIGUEL PAZ BARAHONA,7358,1,0,55,1,31,116,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7358.pdf
CHOLUTECA,CONCEPCION DE MARIA,02,007_EL TEJAR - ESC. VIRGILIO GUNERA,7368,1,0,55,1,25,59,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7368.pdf
CHOLUTECA,CONCEPCION DE MARIA,02,011_LA PABELLONA - ESC. MIGUEL PAZ BARAHONA,7378,1,0,20,1,33,117,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7378.pdf
CHOLUTECA,CONCEPCION DE MARIA,02,016_NANCE DULCE - ESC. ALVARO CONTRERAS,7384,1,0,36,0,26,95,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7384.pdf
CHOLUTECA,CONCEPCION DE MARIA,02,028_QUEBRADA GRANDE - ESC. FRANCISCO A. RODRIGUEZ,7400,1,0,38,0,6,101,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7400.pdf
CHOLUTECA,CONCEPCION DE MARIA,02,031_LA MAJADA - ESC. ALVARO CONTRERAS,7405,1,0,99,0,17,70,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7405.pdf
CHOLUTECA,EL CORPUS,02,005_EL QUEBRACHAL - ESC. FRANCISCO MORAZAN,7442,1,1,18,0,70,144,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7442.pdf
CHOLUTECA,EL CORPUS,02,014_LA FORTUNA - ESC. RURAL DIONISIO DE HERRERA,7459,1,1,21,0,73,91,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7459.pdf
CHOLUTECA,EL CORPUS,02,014_LA FORTUNA - ESC. RURAL DIONISIO DE HERRERA,7460,1,0,13,2,61,100,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7460.pdf
CHOLUTECA,EL TRIUNFO,01,001_BO. EL CENTRO - ESC. PEDRO NUFIO,7487,1,0,56,0,76,119,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7487.pdf
CHOLUTECA,EL TRIUNFO,01,001_BO. EL CENTRO - ESC. PEDRO NUFIO,7491,1,0,61,0,76,94,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7491.pdf
CHOLUTECA,EL TRIUNFO,01,001_BO. EL CENTRO - ESC. PEDRO NUFIO,7497,1,0,58,0,86,93,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7497.pdf
CHOLUTECA,EL TRIUNFO,01,001_BO. EL CENTRO - ESC. PEDRO NUFIO,7498,1,0,66,0,80,73,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7498.pdf
CHOLUTECA,EL TRIUNFO,01,002_BO. SAN MIGUEL - INST. EL TRIUNFO,7501,1,0,34,1,82,59,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7501.pdf
CHOLUTECA,EL TRIUNFO,02,002_AZACUALPA - CEB. MIGUEL PAZ BARAHONA,7510,1,1,27,0,81,122,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7510.pdf
CHOLUTECA,EL TRIUNFO,02,005_TIERRA HUECA - ESC. EL PROGRESO INFANTIL,7523,1,0,20,0,101,112,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7523.pdf
CHOLUTECA,EL TRIUNFO,02,010_SANTA MARTHA - ESC. MARIA CRISTINA MARTINEZ,7534,1,0,43,1,66,91,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7534.pdf
CHOLUTECA,EL TRIUNFO,02,010_SANTA MARTHA - ESC. MARIA CRISTINA MARTINEZ,7537,1,0,51,0,66,82,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7537.pdf
CHOLUTECA,EL TRIUNFO,02,015_RIO ARRIBA O LAS BATEAS - ESC. OSCAR DOMINGUEZ,7552,1,0,24,0,67,127,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7552.pdf
CHOLUTECA,EL TRIUNFO,02,015_RIO ARRIBA O LAS BATEAS - ESC. OSCAR DOMINGUEZ,7553,1,0,22,0,81,113,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7553.pdf
CHOLUTECA,EL TRIUNFO,02,015_RIO ARRIBA O LAS BATEAS - ESC. OSCAR DOMINGUEZ,7554,1,0,25,0,73,113,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7554.pdf
CHOLUTECA,EL TRIUNFO,02,017_RIO GRANDE No. 1 - ESC. JOSE TRINIDAD REYES,7556,1,0,46,0,61,81,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7556.pdf
CHOLUTECA,EL TRIUNFO,02,018_ASENT. EL GRAMAL - ESC. DIONISIO DE HERRERA,7558,1,1,28,0,125,84,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7558.pdf
CHOLUTECA,EL TRIUNFO,02,019_LAS CHACARAS - ESC. RUBEN MARTINEZ RODAS No. 1,7560,1,1,40,0,77,70,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7560.pdf
CHOLUTECA,EL TRIUNFO,02,026_EL ANGEL - ESC. JOSE TRINIDAD REYES,7569,1,0,31,1,97,57,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7569.pdf
CHOLUTECA,EL TRIUNFO,02,029_SAN BUENAVENTURA - ESC. OLIMPIA CARRANZA E.,7577,1,0,32,0,66,157,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7577.pdf
CHOLUTECA,EL TRIUNFO,02,031_EL COYOL - ESC. CARLOS HARTLING,7581,1,0,22,0,34,59,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7581.pdf
CHOLUTECA,EL TRIUNFO,02,031_EL COYOL - ESC. CARLOS HARTLING,7582,1,1,33,1,36,52,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7582.pdf
CHOLUTECA,EL TRIUNFO,02,032_BO. NUEVO - ESC. TIBURCIO CARIAS ANDINO,7584,1,0,16,0,58,119,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7584.pdf
CHOLUTECA,EL TRIUNFO,02,035_RIO GRANDE No. 2 - ESC. JUAN MANUEL GALVEZ,7589,1,1,31,0,48,113,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7589.pdf
CHOLUTECA,EL TRIUNFO,02,037_EL LLANO O SANTA TERESA - ESC. FRANCISCO MORAZAN,7593,1,0,17,0,56,165,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7593.pdf
CHOLUTECA,MARCOVIA,02,001_MARCOVIA - CEB. MARCO AURELIO SOTO,7596,1,0,20,2,122,50,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7596.pdf
CHOLUTECA,MARCOVIA,02,001_MARCOVIA - CEB. MARCO AURELIO SOTO,7597,1,0,15,1,119,68,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7597.pdf
CHOLUTECA,MARCOVIA,02,002_LAJERO BLANCO - ESC. JOSE SANTOS GUARDIOLA,7605,1,0,35,1,132,51,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7605.pdf
CHOLUTECA,MARCOVIA,02,002_LAJERO BLANCO - ESC. JOSE SANTOS GUARDIOLA,7607,1,0,60,0,82,61,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7607.pdf
CHOLUTECA,MARCOVIA,02,003_CEDEÑO - ANEXO CEB. MICHEL J. HASBUM,7609,1,0,5,0,114,100,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7609.pdf
CHOLUTECA,MARCOVIA,02,003_CEDEÑO - ANEXO CEB. MICHEL J. HASBUM,7610,1,0,20,0,139,84,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7610.pdf
CHOLUTECA,MARCOVIA,02,003_CEDEÑO - ANEXO CEB. MICHEL J. HASBUM,7611,1,0,7,0,117,90,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7611.pdf
CHOLUTECA,MARCOVIA,02,003_CEDEÑO - ANEXO CEB. MICHEL J. HASBUM,7614,1,0,13,0,114,108,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7614.pdf
CHOLUTECA,MARCOVIA,02,004_COL. BUENA VISTA - CEB. REPUBLICA DE HONDURAS,7620,1,1,7,0,150,87,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7620.pdf
CHOLUTECA,MARCOVIA,02,007_GUAPINOL - ESC. RICARDO ANTONIO GALO,7626,1,0,7,0,113,88,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7626.pdf
CHOLUTECA,MARCOVIA,02,008_LA GERVACIA - CEB PABLO RODRIGUEZ W.,7632,1,0,26,1,94,79,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7632.pdf
CHOLUTECA,MARCOVIA,02,011_MONJARAS - INST. JULIA ZELAYA,7656,1,0,15,1,110,85,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7656.pdf
CHOLUTECA,MARCOVIA,02,015_PIEDRA DE AGUA - CEB FRANCISCO MORAZAN,7664,1,0,34,0,125,58,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7664.pdf
CHOLUTECA,MARCOVIA,02,017_PUNTA RATON - ESC. POLICARPO BONILLA,7669,1,0,17,0,47,121,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7669.pdf
CHOLUTECA,MOROLICA,02,006_SAN MARQUITOS - ESC. CRISTÓBAL COLON,7715,1,0,4,0,21,113,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7715.pdf
CHOLUTECA,NAMASIGUE,02,001_NAMASIGUE - ESC. REPUBLICA DE HONDURAS,7725,1,0,34,1,94,84,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7725.pdf
CHOLUTECA,NAMASIGUE,02,004_SAN JERONIMO - CEB FRANCISCO MORAZAN ,7740,1,0,18,1,132,113,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7740.pdf
CHOLUTECA,NAMASIGUE,02,004_SAN JERONIMO - CEB FRANCISCO MORAZAN ,7743,1,0,12,1,137,107,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7743.pdf
CHOLUTECA,NAMASIGUE,02,007_SAN RAFAEL - CEB FRANCISCO MORAZÁN ,7754,1,0,13,0,91,169,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7754.pdf
CHOLUTECA,NAMASIGUE,02,012_EL OBRAJE - ESC. JOSE CECILIO DEL VALLE,7771,1,1,39,0,105,76,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7771.pdf
CHOLUTECA,NAMASIGUE,02,016_COL. DOCE DE NOVIEMBRE O LA CONSTANCIA - ESC. 12 DE NOVIEMBRE,7779,1,0,9,2,73,90,https://storage.googleapis.com/actas_elecciones_hn2025/actas/7779.pdf
